Variable,Baseline,Policy
Ag_Output,45.5505846590852,53.068340944129325
Man_Output,51.926174983520006,51.200461816115116
Ag_Price,1.898972356707251,1.9056956210284612
Man_Price,1.6678726103345156,1.9740468879109223
Labor_Price,0.856656885551689,1.0443392545129784
Capital_Price,1.0681619794891617,1.2585758404885878
Utility,48.11484650598783,52.803400450841224
Gov_Expenditure,0.0,20.226420990494532
